Unnamed: 0,Place,Relation Type,Context,Date,Sentence,Sentence_Text,Sentence_Text_Cleaned,Place_Text,Date_Text,slug,Notes,Place_Info,sentence_doc
1647,['MASK_3'],birth_place,"['known', 'as', 'Bear', 'of', 'was']",['MASK_2'],[1],"[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
","Paavo Ilmari Yrjölä (18 June 1902 in Hämeenkyrö – 11 February 1980 in Vilppula), also known as the Bear of Hämeenkyrö (Hämeenkyrön karhu), was a Finnish track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
",['Hämeenkyrö'],['18 June 1902'],Paavo_Yrjölä,,"[{'place_name': 'Hämeenkyrö', 'input_name': 'Hämeenkyrö', 'lat': 61.633333333333, 'lng': 23.2, 'gn_description': 'seat of a third-order administrative division'}]","[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
"
1648,['MASK_5'],death_place,"['in', 'known', 'was']",['MASK_4'],[1],"[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
","Paavo Ilmari Yrjölä (18 June 1902 in Hämeenkyrö – 11 February 1980 in Vilppula), also known as the Bear of Hämeenkyrö (Hämeenkyrön karhu), was a Finnish track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
",['Vilppula'],['11 February 1980'],Paavo_Yrjölä,,"[{'place_name': 'Vilppula', 'input_name': 'Vilppula', 'lat': 62.022222222222, 'lng': 24.509722222222, 'gn_description': 'seat of a third-order administrative division'}]","[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
"
1649,['MASK_3'],other,"['known', 'as', 'Bear', 'of', 'was']",[],[1],"[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
","Paavo Ilmari Yrjölä (18 June 1902 in Hämeenkyrö – 11 February 1980 in Vilppula), also known as the Bear of Hämeenkyrö (Hämeenkyrön karhu), was a Finnish track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
",['Hämeenkyrö'],[],Paavo_Yrjölä,,"[{'place_name': 'Hämeenkyrö', 'input_name': 'Hämeenkyrö', 'lat': 61.633333333333, 'lng': 23.2, 'gn_description': 'seat of a third-order administrative division'}]","[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
"
1650,['MASK_6'],job,"['was', 'athlete']",[],[1],"[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
","Paavo Ilmari Yrjölä (18 June 1902 in Hämeenkyrö – 11 February 1980 in Vilppula), also known as the Bear of Hämeenkyrö (Hämeenkyrön karhu), was a Finnish track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
",['Finnish'],[],Paavo_Yrjölä,,"[{'place_name': 'Finnish', 'input_name': 'Finland', 'lat': '64', 'lng': '26', 'gn_description': 'independent political entity'}]","[PERSON]Paavo Ilmari Yrjölä[MASK_1] ([DATE]18 June 1902[MASK_2] in [GPE]Hämeenkyrö[MASK_3] – [DATE]11 February 1980[MASK_4] in [GPE]Vilppula[MASK_5]), also known as the Bear of [GPE]Hämeenkyrö[MASK_3] (Hämeenkyrön karhu), was a [GPE]Finnish[MASK_6] track and field athlete who won the gold medal in the decathlon at the 1928 Summer Olympics.
"
1651,['MASK_6'],job,"['took', 'with']",[],[4],"
[GPE]Finland[MASK_6] took the top two spots in the decathlon that year with [PERSON]Yrjölä[MASK_1] taking the gold (with a world record) and Akilles Järvinen the silver.
","
Finland took the top two spots in the decathlon that year with Yrjölä taking the gold (with a world record) and Akilles Järvinen the silver.
",['Finland'],[],Paavo_Yrjölä,,"[{'place_name': 'Finland', 'input_name': 'Finland', 'lat': '64', 'lng': '26', 'gn_description': 'independent political entity'}]","
[GPE]Finland[MASK_6] took the top two spots in the decathlon that year with [PERSON]Yrjölä[MASK_1] taking the gold (with a world record) and Akilles Järvinen the silver.
"
1652,['MASK_2'],job,"['was', 'lawgiver', 'of']",[],[1],"[PERSON]Charondas[MASK_1] (Greek: Χαρώνδας) was a celebrated lawgiver of [GPE]Catania[MASK_2] in Sicily.
","Charondas (Greek: Χαρώνδας) was a celebrated lawgiver of Catania in Sicily.
",['Catania'],[],Charondas,,"[{'place_name': 'Catania', 'input_name': 'Catania', 'lat': 37.502669444444, 'lng': 15.087269444444, 'gn_description': 'seat of a second-order administrative division'}]","[PERSON]Charondas[MASK_1] (Greek: Χαρώνδας) was a celebrated lawgiver of [GPE]Catania[MASK_2] in Sicily.
"
1653,"['MASK_3', 'MASK_4']",political_action,"['laws', 'adopted', 'in']",[],[3],"[PERSON]His[MASK_1] laws, originally written in verse, were adopted by the other Chalcidic colonies in [GPE]Sicily[MASK_3] and [GPE]Italy[MASK_4].
","His laws, originally written in verse, were adopted by the other Chalcidic colonies in Sicily and Italy.
","['Sicily', 'Italy']",[],Charondas,,"[{'place_name': 'Sicily', 'input_name': 'Sicily', 'lat': '37.62304', 'lng': '13.93457', 'gn_description': 'first-order administrative division'}, {'place_name': 'Italy', 'input_name': 'Italy', 'lat': '42.83333', 'lng': '12.83333', 'gn_description': 'independent political entity'}]","[PERSON]His[MASK_1] laws, originally written in verse, were adopted by the other Chalcidic colonies in [GPE]Sicily[MASK_3] and [GPE]Italy[MASK_4].
"
1654,['MASK_2'],job,"['was', 'commander', 'Baptiste']",[],[1],"[PERSON]Jean-Baptiste Jourdan[MASK_1], 1st Count Jourdan (29 April 1762 – 23 November 1833), was a [GPE]French[MASK_2] military commander who served during the French Revolutionary Wars and the Napoleonic Wars.
","Jean-Baptiste Jourdan, 1st Count Jourdan (29 April 1762 – 23 November 1833), was a French military commander who served during the French Revolutionary Wars and the Napoleonic Wars.
",['French'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'French', 'input_name': 'France', 'lat': 46, 'lng': '2', 'gn_description': 'independent political entity'}]","[PERSON]Jean-Baptiste Jourdan[MASK_1], 1st Count Jourdan (29 April 1762 – 23 November 1833), was a [GPE]French[MASK_2] military commander who served during the French Revolutionary Wars and the Napoleonic Wars.
"
1655,"['MASK_2', 'MASK_3']",military_action,"['remembered', 'for', 'leading']",[],[3],"He was also a Jacobin politician during the Directory phase of the French Revolution, serving as member of the Council of Five Hundred between 1797 and 1799.One of the most successful commanders of the French Revolutionary Army, [PERSON]Jourdan[MASK_1] is best remembered in the Revolution for leading the [GPE]French[MASK_2] to a decisive victory over the First Coalition at the Battle of [GPE]Fleurus[MASK_3], during the Flanders campaign.
","He was also a Jacobin politician during the Directory phase of the French Revolution, serving as member of the Council of Five Hundred between 1797 and 1799.One of the most successful commanders of the French Revolutionary Army, Jourdan is best remembered in the Revolution for leading the French to a decisive victory over the First Coalition at the Battle of Fleurus, during the Flanders campaign.
","['French', 'Fleurus']",[],Jean-Baptiste_Jourdan,,"[{'place_name': 'French', 'input_name': 'France', 'lat': 46, 'lng': '2', 'gn_description': 'independent political entity'}, {'place_name': 'Fleurus', 'input_name': 'Fleurus', 'lat': 50.483333333333, 'lng': 4.5333333333333, 'gn_description': 'island'}]","He was also a Jacobin politician during the Directory phase of the French Revolution, serving as member of the Council of Five Hundred between 1797 and 1799.One of the most successful commanders of the French Revolutionary Army, [PERSON]Jourdan[MASK_1] is best remembered in the Revolution for leading the [GPE]French[MASK_2] to a decisive victory over the First Coalition at the Battle of [GPE]Fleurus[MASK_3], during the Flanders campaign.
"
1656,"['MASK_4', 'MASK_5']",military_action,"['rewarded', 'by', 'suffered', 'defeat', 'at', 'Battle', 'of']",[],[4],"Under the Empire he was rewarded by [PERSON]Napoleon[MASK_1] with the title of Marshal and continued to hold military assignments, but suffered a major defeat at the Battle of [GPE]Vitoria[MASK_4], which resulted in the Empire's permanent loss of [GPE]Spain[MASK_5].
","Under the Empire he was rewarded by Napoleon with the title of Marshal and continued to hold military assignments, but suffered a major defeat at the Battle of Vitoria, which resulted in the Empire's permanent loss of Spain.
","['Vitoria', 'Spain']",[],Jean-Baptiste_Jourdan,,"[{'place_name': 'Vitoria', 'input_name': 'Vitoria-Gasteiz', 'lat': 42.846666666667, 'lng': -2.6730555555556, 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'Spain', 'input_name': 'Spain', 'lat': '40', 'lng': '-4', 'gn_description': 'independent political entity'}]","Under the Empire he was rewarded by [PERSON]Napoleon[MASK_1] with the title of Marshal and continued to hold military assignments, but suffered a major defeat at the Battle of [GPE]Vitoria[MASK_4], which resulted in the Empire's permanent loss of [GPE]Spain[MASK_5].
"
1657,['MASK_6'],political_office,"['reconciled', 'supported', 'served', 'as', 'governor', 'of']",[],[5],"In 1815 [PERSON]he[MASK_1] became reconciled with the Bourbon Restoration, and later supported the July Revolution and served in his last years as governor of [LOC]the Hôtel des Invalides[MASK_6].
","In 1815 he became reconciled with the Bourbon Restoration, and later supported the July Revolution and served in his last years as governor of the Hôtel des Invalides.
",['the Hôtel des Invalides'],[],Jean-Baptiste_Jourdan,job?,"[{'place_name': 'the Hôtel des Invalides', 'input_name': 'Hôtel des Invalides', 'lat': '48.85502', 'lng': '2.31251', 'gn_description': 'place of worship'}]","In 1815 [PERSON]he[MASK_1] became reconciled with the Bourbon Restoration, and later supported the July Revolution and served in his last years as governor of [LOC]the Hôtel des Invalides[MASK_6].
"
1658,['MASK_7'],birth_place,"['born', 'in']",['MASK_8'],[7],"== Early life ==
[PERSON]Jourdan[MASK_1] was born in [GPE]Limoges[MASK_7], in the province of Limousin, on [DATE]29 April 1762[MASK_8].
","== Early life ==
Jourdan was born in Limoges, in the province of Limousin, on 29 April 1762.
",['Limoges'],['29 April 1762'],Jean-Baptiste_Jourdan,,"[{'place_name': 'Limoges', 'input_name': 'Limoges', 'lat': 45.834444444444, 'lng': 1.2616666666667, 'gn_description': 'seat of a second-order administrative division'}]","== Early life ==
[PERSON]Jourdan[MASK_1] was born in [GPE]Limoges[MASK_7], in the province of Limousin, on [DATE]29 April 1762[MASK_8].
"
1659,['MASK_9'],education,"['finishing', 'education', 'in']",[],[11],"After finishing [PERSON]his[MASK_1] basic education at the school in [GPE]Beaurecueil[MASK_9], at fifteen years old Jourdan was sent to the care of another uncle, Jean-François Jourdan, a cloth merchant in Lyon and disciplinarian employer.
","After finishing his basic education at the school in Beaurecueil, at fifteen years old Jourdan was sent to the care of another uncle, Jean-François Jourdan, a cloth merchant in Lyon and disciplinarian employer.
",['Beaurecueil'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'Beaurecueil', 'input_name': 'Beaurecueil', 'lat': 43.510555555556, 'lng': 5.5444444444444, 'gn_description': 'populated place'}]","After finishing [PERSON]his[MASK_1] basic education at the school in [GPE]Beaurecueil[MASK_9], at fifteen years old Jourdan was sent to the care of another uncle, Jean-François Jourdan, a cloth merchant in Lyon and disciplinarian employer.
"
1660,['MASK_10'],job,"['endured', 'in']",[],[12],"Working as an apprentice clerk at the clothing shop, [PERSON]Jourdan[MASK_1] endured for about a year in [GPE]Lyon[MASK_10] before enlisting in the Royal army in [DATE]1778[MASK_11], joining the regiment of Auxerrois stationed in [LOC]the Île de Ré[MASK_12], which was destined for service in the American War of Independence.
","Working as an apprentice clerk at the clothing shop, Jourdan endured for about a year in Lyon before enlisting in the Royal army in 1778, joining the regiment of Auxerrois stationed in the Île de Ré, which was destined for service in the American War of Independence.
",['Lyon'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'Lyon', 'input_name': 'Lyon', 'lat': 45.758888888889, 'lng': 4.8413888888889, 'gn_description': 'seat of a first-order administrative division'}]","Working as an apprentice clerk at the clothing shop, [PERSON]Jourdan[MASK_1] endured for about a year in [GPE]Lyon[MASK_10] before enlisting in the Royal army in [DATE]1778[MASK_11], joining the regiment of Auxerrois stationed in [LOC]the Île de Ré[MASK_12], which was destined for service in the American War of Independence.
"
1661,['MASK_12'],job,"['endured', 'joining', 'regiment', 'of', 'Auxerrois', 'stationed', 'in']",['MASK_11'],[12],"Working as an apprentice clerk at the clothing shop, [PERSON]Jourdan[MASK_1] endured for about a year in [GPE]Lyon[MASK_10] before enlisting in the Royal army in [DATE]1778[MASK_11], joining the regiment of Auxerrois stationed in [LOC]the Île de Ré[MASK_12], which was destined for service in the American War of Independence.
","Working as an apprentice clerk at the clothing shop, Jourdan endured for about a year in Lyon before enlisting in the Royal army in 1778, joining the regiment of Auxerrois stationed in the Île de Ré, which was destined for service in the American War of Independence.
",['the Île de Ré'],['1778'],Jean-Baptiste_Jourdan,military?,"[{'place_name': 'the Île de Ré', 'input_name': 'Île de Ré', 'lat': '46.2', 'lng': '-1.41667', 'gn_description': 'island'}]","Working as an apprentice clerk at the clothing shop, [PERSON]Jourdan[MASK_1] endured for about a year in [GPE]Lyon[MASK_10] before enlisting in the Royal army in [DATE]1778[MASK_11], joining the regiment of Auxerrois stationed in [LOC]the Île de Ré[MASK_12], which was destined for service in the American War of Independence.
"
1662,['MASK_13'],job,"['before', 'departed', 'in']",[],[14],"== American Revolutionary War ==
[PERSON]Jourdan[MASK_1] spent the rest of the year with the regiment in [LOC]Île de Ré[MASK_12] before [PERSON]it[MASK_1] departed for the war in [GPE]America[MASK_13].
","== American Revolutionary War ==
Jourdan spent the rest of the year with the regiment in Île de Ré before it departed for the war in America.
",['America'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'America', 'input_name': 'United States', 'lat': '-14.60485', 'lng': '-57.65625', 'gn_description': 'region'}]","== American Revolutionary War ==
[PERSON]Jourdan[MASK_1] spent the rest of the year with the regiment in [LOC]Île de Ré[MASK_12] before [PERSON]it[MASK_1] departed for the war in [GPE]America[MASK_13].
"
1663,['MASK_12'],military_action,"['spent', 'with', 'regiment', 'in', 'before', 'departed']",[],[14],"== American Revolutionary War ==
[PERSON]Jourdan[MASK_1] spent the rest of the year with the regiment in [LOC]Île de Ré[MASK_12] before [PERSON]it[MASK_1] departed for the war in [GPE]America[MASK_13].
","== American Revolutionary War ==
Jourdan spent the rest of the year with the regiment in Île de Ré before it departed for the war in America.
",['Île de Ré'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'Île de Ré', 'input_name': 'Île de Ré', 'lat': '46.2', 'lng': '-1.41667', 'gn_description': 'island'}]","== American Revolutionary War ==
[PERSON]Jourdan[MASK_1] spent the rest of the year with the regiment in [LOC]Île de Ré[MASK_12] before [PERSON]it[MASK_1] departed for the war in [GPE]America[MASK_13].
"
1664,['MASK_14'],military_action,"['saw', 'at', 'capture', 'of']",['MASK_15'],[15],"[PERSON]He[MASK_1] first saw action at the capture of [GPE]Granada[MASK_14] in [DATE]mid-1779[MASK_15].
","He first saw action at the capture of Granada in mid-1779.
",['Granada'],['1779'],Jean-Baptiste_Jourdan,travel?,"[{'place_name': 'Granada', 'input_name': 'Granada', 'lat': 37.178055555556, 'lng': -3.6008333333333, 'gn_description': 'independent political entity'}]","[PERSON]He[MASK_1] first saw action at the capture of [GPE]Granada[MASK_14] in [DATE]mid-1779[MASK_15].
"
1665,['MASK_16'],military_action,"['participated', 'in', 'assault', 'at', 'Siege', 'of']",['MASK_17'],[16],"A few months later the Auxerrois regiment was put under the command of the Comte d'Estaing, and in this assignment [PERSON]Jourdan[MASK_1] soon participated in the ill-fated assault at the Siege of [GPE]Savannah[MASK_16], in [DATE]October 1779[MASK_17].
","A few months later the Auxerrois regiment was put under the command of the Comte d'Estaing, and in this assignment Jourdan soon participated in the ill-fated assault at the Siege of Savannah, in October 1779.
",['Savannah'],['October 1779'],Jean-Baptiste_Jourdan,,"[{'place_name': 'Savannah', 'input_name': 'Savannah, Georgia', 'lat': 32.050833333333, 'lng': -81.103888888889, 'gn_description': 'seat of a second-order administrative division'}]","A few months later the Auxerrois regiment was put under the command of the Comte d'Estaing, and in this assignment [PERSON]Jourdan[MASK_1] soon participated in the ill-fated assault at the Siege of [GPE]Savannah[MASK_16], in [DATE]October 1779[MASK_17].
"
1666,['MASK_18'],military_action,"['served', 'in']",[],[17],"Through the next years [PERSON]he[MASK_1] served in [GPE]the West Indies[MASK_18].
","Through the next years he served in the West Indies.
",['the West Indies'],[],Jean-Baptiste_Jourdan,job?,"[{'place_name': 'the West Indies', 'input_name': 'West Indies', 'lat': '19.38333', 'lng': '-71.21667', 'gn_description': 'region'}]","Through the next years [PERSON]he[MASK_1] served in [GPE]the West Indies[MASK_18].
"
1667,"['MASK_19', 'MASK_21']",military_action,"['took', 'in', 'defense', 'of', 'island', 'of']","['MASK_20', 'MASK_22']",[18],"[PERSON]He[MASK_1] took part in the successful defense of the recently captured island of [GPE]Saint Vincent[MASK_19], in [DATE]1780[MASK_20], and in the invasion of [GPE]Tobago[MASK_21] in [DATE]1781[MASK_22].During his duty in [GPE]the West Indies[MASK_18], [PERSON]Jourdan[MASK_1] fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
","He took part in the successful defense of the recently captured island of Saint Vincent, in 1780, and in the invasion of Tobago in 1781.During his duty in the West Indies, Jourdan fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
","['Saint Vincent', 'Tobago']","['1780', '1781']",Jean-Baptiste_Jourdan,,"[{'place_name': 'Saint Vincent', 'input_name': 'Saint Vincent', 'lat': '59.93863', 'lng': '30.31413', 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'Tobago', 'input_name': 'Tobago', 'lat': '11.25', 'lng': '-60.66667', 'gn_description': 'island'}]","[PERSON]He[MASK_1] took part in the successful defense of the recently captured island of [GPE]Saint Vincent[MASK_19], in [DATE]1780[MASK_20], and in the invasion of [GPE]Tobago[MASK_21] in [DATE]1781[MASK_22].During his duty in [GPE]the West Indies[MASK_18], [PERSON]Jourdan[MASK_1] fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
"
1668,['MASK_18'],personal_life,"['took', 'in', 'in', 'invasion', 'in', 'in']",[],[18],"[PERSON]He[MASK_1] took part in the successful defense of the recently captured island of [GPE]Saint Vincent[MASK_19], in [DATE]1780[MASK_20], and in the invasion of [GPE]Tobago[MASK_21] in [DATE]1781[MASK_22].During his duty in [GPE]the West Indies[MASK_18], [PERSON]Jourdan[MASK_1] fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
","He took part in the successful defense of the recently captured island of Saint Vincent, in 1780, and in the invasion of Tobago in 1781.During his duty in the West Indies, Jourdan fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
",['the West Indies'],[],Jean-Baptiste_Jourdan,military?,"[{'place_name': 'the West Indies', 'input_name': 'West Indies', 'lat': '19.38333', 'lng': '-71.21667', 'gn_description': 'region'}]","[PERSON]He[MASK_1] took part in the successful defense of the recently captured island of [GPE]Saint Vincent[MASK_19], in [DATE]1780[MASK_20], and in the invasion of [GPE]Tobago[MASK_21] in [DATE]1781[MASK_22].During his duty in [GPE]the West Indies[MASK_18], [PERSON]Jourdan[MASK_1] fell ill with what was officially diagnosed as hernia, though it was likely an intestinal disease, and bouts of illness troubled him for the rest of his military career.
"
1669,['MASK_24'],military_action,"['demobilized', 'in']",['MASK_23'],[19],"Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In [DATE]June 1784[MASK_23], [PERSON]Jourdan[MASK_1] was demobilized from the Royal army in [GPE]Verdun[MASK_24], and, after a period of  unemployment, returned to his native [GPE]Limoges[MASK_7] and found work at a cloth merchant's shop, where he proved to be an excellent employee.
","Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In June 1784, Jourdan was demobilized from the Royal army in Verdun, and, after a period of  unemployment, returned to his native Limoges and found work at a cloth merchant's shop, where he proved to be an excellent employee.
",['Verdun'],['June 1784'],Jean-Baptiste_Jourdan,job?,"[{'place_name': 'Verdun', 'input_name': 'Montreal', 'lat': 45.508888888889, 'lng': -73.561666666667, 'gn_description': 'seat of a second-order administrative division'}]","Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In [DATE]June 1784[MASK_23], [PERSON]Jourdan[MASK_1] was demobilized from the Royal army in [GPE]Verdun[MASK_24], and, after a period of  unemployment, returned to his native [GPE]Limoges[MASK_7] and found work at a cloth merchant's shop, where he proved to be an excellent employee.
"
1670,['MASK_7'],job,"['Return', 'demobilized', 'returned', 'to']",[],[19],"Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In [DATE]June 1784[MASK_23], [PERSON]Jourdan[MASK_1] was demobilized from the Royal army in [GPE]Verdun[MASK_24], and, after a period of  unemployment, returned to his native [GPE]Limoges[MASK_7] and found work at a cloth merchant's shop, where he proved to be an excellent employee.
","Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In June 1784, Jourdan was demobilized from the Royal army in Verdun, and, after a period of  unemployment, returned to his native Limoges and found work at a cloth merchant's shop, where he proved to be an excellent employee.
",['Limoges'],[],Jean-Baptiste_Jourdan,,"[{'place_name': 'Limoges', 'input_name': 'Limoges', 'lat': 45.834444444444, 'lng': 1.2616666666667, 'gn_description': 'seat of a second-order administrative division'}]","Due to this period of poor health he missed most of the campaigns of 1782, only returning to the army at the end of the year.


=== Return to Limoges ===
In [DATE]June 1784[MASK_23], [PERSON]Jourdan[MASK_1] was demobilized from the Royal army in [GPE]Verdun[MASK_24], and, after a period of  unemployment, returned to his native [GPE]Limoges[MASK_7] and found work at a cloth merchant's shop, where he proved to be an excellent employee.
"
1671,['MASK_7'],personal_life,"['married', 'in']",['MASK_25'],[20],"[PERSON]He[MASK_1] married Jeanne Nicolas Avanturier, the sister of his boss, in [GPE]Limoges[MASK_7] on [DATE]22 January 1788[MASK_25], and the couple had six children.
","He married Jeanne Nicolas Avanturier, the sister of his boss, in Limoges on 22 January 1788, and the couple had six children.
",['Limoges'],['22 January 1788'],Jean-Baptiste_Jourdan,,"[{'place_name': 'Limoges', 'input_name': 'Limoges', 'lat': 45.834444444444, 'lng': 1.2616666666667, 'gn_description': 'seat of a second-order administrative division'}]","[PERSON]He[MASK_1] married Jeanne Nicolas Avanturier, the sister of his boss, in [GPE]Limoges[MASK_7] on [DATE]22 January 1788[MASK_25], and the couple had six children.
"
1672,['MASK_26'],political_office,"['elected', 'from']",[],[23],"He was appointed lieutenant of the chasseurs of the National Guard in 1790, and when the National Assembly asked for volunteers, [PERSON]Jourdan[MASK_1] was elected commander of the 9th battalion of volunteers from [GPE]Haute-Vienne[MASK_26].
","He was appointed lieutenant of the chasseurs of the National Guard in 1790, and when the National Assembly asked for volunteers, Jourdan was elected commander of the 9th battalion of volunteers from Haute-Vienne.
",['Haute-Vienne'],[],Jean-Baptiste_Jourdan,job?,"[{'place_name': 'Haute-Vienne', 'input_name': 'Haute-Vienne', 'lat': '45.833333', 'lng': '1.266667', 'gn_description': 'second-order administrative division'}]","He was appointed lieutenant of the chasseurs of the National Guard in 1790, and when the National Assembly asked for volunteers, [PERSON]Jourdan[MASK_1] was elected commander of the 9th battalion of volunteers from [GPE]Haute-Vienne[MASK_26].
"
1673,"['MASK_27', 'MASK_29']",military_action,"['led', 'in', 'victory', 'at', 'Battle', 'of']","['MASK_28', 'MASK_30']",[24],"[PERSON]He[MASK_1] led his troops in the French victory at the Battle of [LOC]Jemappes[MASK_27] on [DATE]6 November 1792[MASK_28] and in the defeat at the Battle of [LOC]Neerwinden[MASK_29] on [DATE]18 March 1793[MASK_30].
","He led his troops in the French victory at the Battle of Jemappes on 6 November 1792 and in the defeat at the Battle of Neerwinden on 18 March 1793.
","['Jemappes', 'Neerwinden']","['6 November 1792', '18 March 1793']",Jean-Baptiste_Jourdan,,"[{'place_name': 'Jemappes', 'input_name': 'Jemappes', 'lat': 50.448422, 'lng': 3.8894392, 'gn_description': 'populated place'}, {'place_name': 'Neerwinden', 'input_name': 'Neerwinden', 'lat': 50.7656, 'lng': 5.0372, 'gn_description': 'populated place'}]","[PERSON]He[MASK_1] led his troops in the French victory at the Battle of [LOC]Jemappes[MASK_27] on [DATE]6 November 1792[MASK_28] and in the defeat at the Battle of [LOC]Neerwinden[MASK_29] on [DATE]18 March 1793[MASK_30].
"
1674,['MASK_32'],military_action,"['led', 'at', 'Battle', 'of']",['MASK_31'],[26],"On [DATE]8 September[MASK_31], [PERSON]he[MASK_1] led his division at the Battle of [LOC]Hondschoote[MASK_32], in which he was wounded in the chest.
","On 8 September, he led his division at the Battle of Hondschoote, in which he was wounded in the chest.
",['Hondschoote'],['8 September'],Jean-Baptiste_Jourdan,,"[{'place_name': 'Hondschoote', 'input_name': 'Hondschoote', 'lat': 50.979444444444, 'lng': 2.5852777777778, 'gn_description': 'populated place'}]","On [DATE]8 September[MASK_31], [PERSON]he[MASK_1] led his division at the Battle of [LOC]Hondschoote[MASK_32], in which he was wounded in the chest.
"
